DZ2011,IZ2011,CA2011,CA2011QF,HSCP2016,HSCP2016QF,HB2014,HB2014QF,SIMD2016Rank,SIMD2016CountryDecile,SIMD2016CountryQuintile,SIMD2016HB2014Decile,SIMD2016HB2014Quintile,SIMD2016HSCP2016Decile,SIMD2016HSCP2016Quintile,SIMD2016CA2011Decile,SIMD2016CA2011Quintile,SIMD2016Most15pc,SIMD2016Least15pc
S01012294,S02002301,S12000026, ,S37000025, ,S08000016, ,2903,5,3,3,2,3,2,3,2,0,0
S01012295,S02002301,S12000026, ,S37000025, ,S08000016, ,3150,5,3,4,2,4,2,4,2,0,0
S01012296,S02002302,S12000026, ,S37000025, ,S08000016, ,6269,9,5,10,5,10,5,10,5,0,1
S01012297,S02002302,S12000026, ,S37000025, ,S08000016, ,4153,6,3,6,3,6,3,6,3,0,0
S01012298,S02002302,S12000026, ,S37000025, ,S08000016, ,5373,8,4,9,5,9,5,9,5,0,0
S01012299,S02002302,S12000026, ,S37000025, ,S08000016, ,4284,7,4,6,3,6,3,6,3,0,0
S01012300,S02002303,S12000026, ,S37000025, ,S08000016, ,3214,5,3,4,2,4,2,4,2,0,0
S01012301,S02002303,S12000026, ,S37000025, ,S08000016, ,4341,7,4,7,4,7,4,7,4,0,0
S01012302,S02002303,S12000026, ,S37000025, ,S08000016, ,2323,4,2,2,1,2,1,2,1,0,0
S01012303,S02002303,S12000026, ,S37000025, ,S08000016, ,4624,7,4,8,4,8,4,8,4,0,0
S01012304,S02002303,S12000026, ,S37000025, ,S08000016, ,4080,6,3,6,3,6,3,6,3,0,0
S01012305,S02002304,S12000026, ,S37000025, ,S08000016, ,3792,6,3,5,3,5,3,5,3,0,0
S01012306,S02002304,S12000026, ,S37000025, ,S08000016, ,3081,5,3,3,2,3,2,3,2,0,0
S01012307,S02002304,S12000026, ,S37000025, ,S08000016, ,2885,5,3,3,2,3,2,3,2,0,0
S01012308,S02002304,S12000026, ,S37000025, ,S08000016, ,5696,9,5,10,5,10,5,10,5,0,0
S01012309,S02002305,S12000026, ,S37000025, ,S08000016, ,3769,6,3,5,3,5,3,5,3,0,0
S01012310,S02002305,S12000026, ,S37000025, ,S08000016, ,3505,5,3,5,3,5,3,5,3,0,0
S01012311,S02002305,S12000026, ,S37000025, ,S08000016, ,4318,7,4,6,3,6,3,6,3,0,0
S01012312,S02002305,S12000026, ,S37000025, ,S08000016, ,3123,5,3,4,2,4,2,4,2,0,0
S01012313,S02002305,S12000026, ,S37000025, ,S08000016, ,2823,4,2,2,1,2,1,2,1,0,0
S01012314,S02002306,S12000026, ,S37000025, ,S08000016, ,2554,4,2,2,1,2,1,2,1,0,0
S01012315,S02002306,S12000026, ,S37000025, ,S08000016, ,2124,3,2,2,1,2,1,2,1,0,0
S01012316,S02002306,S12000026, ,S37000025, ,S08000016, ,1820,3,2,1,1,1,1,1,1,0,0
S01012317,S02002306,S12000026, ,S37000025, ,S08000016, ,5507,8,4,9,5,9,5,9,5,0,0
S01012318,S02002306,S12000026, ,S37000025, ,S08000016, ,2500,4,2,2,1,2,1,2,1,0,0
S01012319,S02002307,S12000026, ,S37000025, ,S08000016, ,3819,6,3,5,3,5,3,5,3,0,0
S01012320,S02002307,S12000026, ,S37000025, ,S08000016, ,2914,5,3,3,2,3,2,3,2,0,0
S01012321,S02002307,S12000026, ,S37000025, ,S08000016, ,4305,7,4,6,3,6,3,6,3,0,0
S01012322,S02002307,S12000026, ,S37000025, ,S08000016, ,4255,7,4,6,3,6,3,6,3,0,0
S01012323,S02002307,S12000026, ,S37000025, ,S08000016, ,4334,7,4,6,3,6,3,6,3,0,0
S01012324,S02002308,S12000026, ,S37000025, ,S08000016, ,3277,5,3,4,2,4,2,4,2,0,0
S01012325,S02002308,S12000026, ,S37000025, ,S08000016, ,4459,7,4,7,4,7,4,7,4,0,0
S01012326,S02002308,S12000026, ,S37000025, ,S08000016, ,1948,3,2,1,1,1,1,1,1,0,0
S01012327,S02002308,S12000026, ,S37000025, ,S08000016, ,4009,6,3,6,3,6,3,6,3,0,0
S01012328,S02002309,S12000026, ,S37000025, ,S08000016, ,2742,4,2,2,1,2,1,2,1,0,0
S01012329,S02002309,S12000026, ,S37000025, ,S08000016, ,3267,5,3,4,2,4,2,4,2,0,0
S01012330,S02002309,S12000026, ,S37000025, ,S08000016, ,4422,7,4,7,4,7,4,7,4,0,0
S01012331,S02002309,S12000026, ,S37000025, ,S08000016, ,6413,10,5,10,5,10,5,10,5,0,1
S01012332,S02002309,S12000026, ,S37000025, ,S08000016, ,4029,6,3,6,3,6,3,6,3,0,0
S01012333,S02002309,S12000026, ,S37000025, ,S08000016, ,4175,6,3,6,3,6,3,6,3,0,0
S01012334,S02002310,S12000026, ,S37000025, ,S08000016, ,3522,5,3,5,3,5,3,5,3,0,0
S01012335,S02002310,S12000026, ,S37000025, ,S08000016, ,4970,8,4,9,5,9,5,9,5,0,0
S01012336,S02002310,S12000026, ,S37000025, ,S08000016, ,4787,7,4,8,4,8,4,8,4,0,0
S01012337,S02002310,S12000026, ,S37000025, ,S08000016, ,2234,4,2,2,1,2,1,2,1,0,0
S01012338,S02002311,S12000026, ,S37000025, ,S08000016, ,3075,5,3,3,2,3,2,3,2,0,0
S01012339,S02002311,S12000026, ,S37000025, ,S08000016, ,3847,6,3,5,3,5,3,5,3,0,0
S01012340,S02002311,S12000026, ,S37000025, ,S08000016, ,4775,7,4,8,4,8,4,8,4,0,0
S01012341,S02002312,S12000026, ,S37000025, ,S08000016, ,4719,7,4,8,4,8,4,8,4,0,0
S01012342,S02002312,S12000026, ,S37000025, ,S08000016, ,4421,7,4,7,4,7,4,7,4,0,0
S01012343,S02002312,S12000026, ,S37000025, ,S08000016, ,4503,7,4,7,4,7,4,7,4,0,0
S01012344,S02002313,S12000026, ,S37000025, ,S08000016, ,2442,4,2,2,1,2,1,2,1,0,0
S01012345,S02002313,S12000026, ,S37000025, ,S08000016, ,3930,6,3,5,3,5,3,5,3,0,0
S01012346,S02002313,S12000026, ,S37000025, ,S08000016, ,4271,7,4,6,3,6,3,6,3,0,0
S01012347,S02002313,S12000026, ,S37000025, ,S08000016, ,4545,7,4,7,4,7,4,7,4,0,0
S01012348,S02002313,S12000026, ,S37000025, ,S08000016, ,4928,7,4,9,5,9,5,9,5,0,0
S01012349,S02002314,S12000026, ,S37000025, ,S08000016, ,2848,5,3,3,2,3,2,3,2,0,0
S01012350,S02002314,S12000026, ,S37000025, ,S08000016, ,3333,5,3,4,2,4,2,4,2,0,0
S01012351,S02002314,S12000026, ,S37000025, ,S08000016, ,3233,5,3,4,2,4,2,4,2,0,0
S01012352,S02002314,S12000026, ,S37000025, ,S08000016, ,4597,7,4,8,4,8,4,8,4,0,0
S01012353,S02002314,S12000026, ,S37000025, ,S08000016, ,2049,3,2,2,1,2,1,2,1,0,0
S01012354,S02002315,S12000026, ,S37000025, ,S08000016, ,3949,6,3,5,3,5,3,5,3,0,0
S01012355,S02002315,S12000026, ,S37000025, ,S08000016, ,2824,4,2,3,2,3,2,3,2,0,0
S01012356,S02002315,S12000026, ,S37000025, ,S08000016, ,4840,7,4,8,4,8,4,8,4,0,0
S01012357,S02002315,S12000026, ,S37000025, ,S08000016, ,4629,7,4,8,4,8,4,8,4,0,0
S01012358,S02002315,S12000026, ,S37000025, ,S08000016, ,3698,6,3,5,3,5,3,5,3,0,0
S01012359,S02002316,S12000026, ,S37000025, ,S08000016, ,843,2,1,1,1,1,1,1,1,1,0
S01012360,S02002316,S12000026, ,S37000025, ,S08000016, ,633,1,1,1,1,1,1,1,1,1,0
S01012361,S02002316,S12000026, ,S37000025, ,S08000016, ,860,2,1,1,1,1,1,1,1,1,0
S01012362,S02002316,S12000026, ,S37000025, ,S08000016, ,781,2,1,1,1,1,1,1,1,1,0
S01012363,S02002317,S12000026, ,S37000025, ,S08000016, ,1192,2,1,1,1,1,1,1,1,0,0
S01012364,S02002317,S12000026, ,S37000025, ,S08000016, ,2076,3,2,2,1,2,1,2,1,0,0
S01012365,S02002317,S12000026, ,S37000025, ,S08000016, ,4939,8,4,9,5,9,5,9,5,0,0
S01012366,S02002317,S12000026, ,S37000025, ,S08000016, ,2156,4,2,2,1,2,1,2,1,0,0
S01012367,S02002317,S12000026, ,S37000025, ,S08000016, ,3969,6,3,5,3,5,3,5,3,0,0
S01012368,S02002318,S12000026, ,S37000025, ,S08000016, ,4486,7,4,7,4,7,4,7,4,0,0
S01012369,S02002318,S12000026, ,S37000025, ,S08000016, ,4887,7,4,9,5,9,5,9,5,0,0
S01012370,S02002318,S12000026, ,S37000025, ,S08000016, ,3032,5,3,3,2,3,2,3,2,0,0
S01012371,S02002318,S12000026, ,S37000025, ,S08000016, ,1918,3,2,1,1,1,1,1,1,0,0
S01012372,S02002319,S12000026, ,S37000025, ,S08000016, ,1510,3,2,1,1,1,1,1,1,0,0
S01012373,S02002319,S12000026, ,S37000025, ,S08000016, ,2888,5,3,3,2,3,2,3,2,0,0
S01012374,S02002319,S12000026, ,S37000025, ,S08000016, ,3297,5,3,4,2,4,2,4,2,0,0
S01012375,S02002319,S12000026, ,S37000025, ,S08000016, ,2363,4,2,2,1,2,1,2,1,0,0
S01012376,S02002320,S12000026, ,S37000025, ,S08000016, ,4962,8,4,9,5,9,5,9,5,0,0
S01012377,S02002320,S12000026, ,S37000025, ,S08000016, ,4884,7,4,8,4,8,4,8,4,0,0
S01012378,S02002320,S12000026, ,S37000025, ,S08000016, ,3768,6,3,5,3,5,3,5,3,0,0
S01012379,S02002320,S12000026, ,S37000025, ,S08000016, ,3550,6,3,5,3,5,3,5,3,0,0
S01012380,S02002321,S12000026, ,S37000025, ,S08000016, ,2887,5,3,3,2,3,2,3,2,0,0
S01012381,S02002321,S12000026, ,S37000025, ,S08000016, ,2844,4,2,3,2,3,2,3,2,0,0
S01012382,S02002321,S12000026, ,S37000025, ,S08000016, ,5752,9,5,10,5,10,5,10,5,0,0
S01012383,S02002321,S12000026, ,S37000025, ,S08000016, ,4385,7,4,7,4,7,4,7,4,0,0
S01012384,S02002321,S12000026, ,S37000025, ,S08000016, ,4157,6,3,6,3,6,3,6,3,0,0
S01012385,S02002321,S12000026, ,S37000025, ,S08000016, ,4591,7,4,8,4,8,4,8,4,0,0
S01012386,S02002321,S12000026, ,S37000025, ,S08000016, ,1257,2,1,1,1,1,1,1,1,0,0
S01012387,S02002322,S12000027, ,S37000026, ,S08000026, ,4187,6,3,4,2,4,2,4,2,0,0
S01012388,S02002322,S12000027, ,S37000026, ,S08000026, ,4704,7,4,7,4,7,4,7,4,0,0
S01012389,S02002322,S12000027, ,S37000026, ,S08000026, ,5031,8,4,8,4,8,4,8,4,0,0
S01012390,S02002322,S12000027, ,S37000026, ,S08000026, ,4361,7,4,4,2,4,2,4,2,0,0
S01012391,S02002323,S12000027, ,S37000026, ,S08000026, ,5042,8,4,9,5,9,5,9,5,0,0
S01012392,S02002323,S12000027, ,S37000026, ,S08000026, ,4585,7,4,7,4,7,4,7,4,0,0
S01012393,S02002323,S12000027, ,S37000026, ,S08000026, ,4876,7,4,8,4,8,4,8,4,0,0
S01012394,S02002323,S12000027, ,S37000026, ,S08000026, ,2854,5,3,1,1,1,1,1,1,0,0
S01012395,S02002324,S12000027, ,S37000026, ,S08000026, ,5395,8,4,10,5,10,5,10,5,0,0
S01012396,S02002324,S12000027, ,S37000026, ,S08000026, ,4509,7,4,5,3,5,3,5,3,0,0
S01012397,S02002324,S12000027, ,S37000026, ,S08000026, ,3497,5,3,3,2,3,2,3,2,0,0
S01012398,S02002324,S12000027, ,S37000026, ,S08000026, ,3591,6,3,3,2,3,2,3,2,0,0
S01012399,S02002324,S12000027, ,S37000026, ,S08000026, ,4443,7,4,5,3,5,3,5,3,0,0
S01012400,S02002324,S12000027, ,S37000026, ,S08000026, ,3102,5,3,2,1,2,1,2,1,0,0
S01012401,S02002324,S12000027, ,S37000026, ,S08000026, ,2548,4,2,1,1,1,1,1,1,0,0
S01012402,S02002325,S12000027, ,S37000026, ,S08000026, ,4861,7,4,8,4,8,4,8,4,0,0
S01012403,S02002325,S12000027, ,S37000026, ,S08000026, ,4565,7,4,6,3,6,3,6,3,0,0
S01012404,S02002325,S12000027, ,S37000026, ,S08000026, ,4524,7,4,6,3,6,3,6,3,0,0
S01012405,S02002325,S12000027, ,S37000026, ,S08000026, ,5303,8,4,10,5,10,5,10,5,0,0
S01012406,S02002326,S12000027, ,S37000026, ,S08000026, ,4356,7,4,4,2,4,2,4,2,0,0
S01012407,S02002326,S12000027, ,S37000026, ,S08000026, ,4751,7,4,7,4,7,4,7,4,0,0
S01012408,S02002326,S12000027, ,S37000026, ,S08000026, ,4815,7,4,8,4,8,4,8,4,0,0
S01012409,S02002326,S12000027, ,S37000026, ,S08000026, ,4391,7,4,5,3,5,3,5,3,0,0
S01012410,S02002327,S12000027, ,S37000026, ,S08000026, ,5043,8,4,9,5,9,5,9,5,0,0
S01012411,S02002327,S12000027, ,S37000026, ,S08000026, ,3338,5,3,9,5,9,5,9,5,0,0
S01012412,S02002327,S12000027, ,S37000026, ,S08000026, ,3541,5,3,3,2,3,2,3,2,0,0
S01012413,S02002328,S12000027, ,S37000026, ,S08000026, ,3383,5,3,2,1,2,1,2,1,0,0
S01012414,S02002328,S12000027, ,S37000026, ,S08000026, ,2873,5,3,1,1,1,1,1,1,0,0
S01012415,S02002328,S12000027, ,S37000026, ,S08000026, ,5326,8,4,10,5,10,5,10,5,0,0
S01012416,S02002328,S12000027, ,S37000026, ,S08000026, ,4192,6,3,4,2,4,2,4,2,0,0
S01012417,S02002329,S12000028, ,S37000027, ,S08000015, ,2066,3,2,5,3,3,2,3,2,0,0
S01012418,S02002329,S12000028, ,S37000027, ,S08000015, ,2649,4,2,6,3,5,3,5,3,0,0
S01012419,S02002329,S12000028, ,S37000027, ,S08000015, ,2445,4,2,5,3,4,2,4,2,0,0
S01012420,S02002329,S12000028, ,S37000027, ,S08000015, ,2080,3,2,5,3,3,2,3,2,0,0
S01012421,S02002329,S12000028, ,S37000027, ,S08000015, ,2060,3,2,5,3,3,2,3,2,0,0
S01012422,S02002329,S12000028, ,S37000027, ,S08000015, ,2534,4,2,6,3,4,2,4,2,0,0
S01012423,S02002329,S12000028, ,S37000027, ,S08000015, ,3938,6,3,7,4,7,4,7,4,0,0
S01012424,S02002330,S12000028, ,S37000027, ,S08000015, ,2198,4,2,5,3,4,2,4,2,0,0
S01012425,S02002330,S12000028, ,S37000027, ,S08000015, ,469,1,1,1,1,1,1,1,1,1,0
S01012426,S02002330,S12000028, ,S37000027, ,S08000015, ,383,1,1,1,1,1,1,1,1,1,0
S01012427,S02002330,S12000028, ,S37000027, ,S08000015, ,905,2,1,2,1,2,1,2,1,1,0
S01012428,S02002330,S12000028, ,S37000027, ,S08000015, ,2367,4,2,5,3,4,2,4,2,0,0
S01012429,S02002331,S12000028, ,S37000027, ,S08000015, ,1819,3,2,4,2,3,2,3,2,0,0
S01012430,S02002331,S12000028, ,S37000027, ,S08000015, ,3502,5,3,7,4,6,3,6,3,0,0
S01012431,S02002331,S12000028, ,S37000027, ,S08000015, ,3188,5,3,7,4,6,3,6,3,0,0
S01012432,S02002331,S12000028, ,S37000027, ,S08000015, ,1886,3,2,4,2,3,2,3,2,0,0
S01012433,S02002331,S12000028, ,S37000027, ,S08000015, ,2012,3,2,5,3,3,2,3,2,0,0
S01012434,S02002332,S12000028, ,S37000027, ,S08000015, ,2278,4,2,5,3,4,2,4,2,0,0
S01012435,S02002332,S12000028, ,S37000027, ,S08000015, ,1312,2,1,3,2,2,1,2,1,0,0
S01012436,S02002332,S12000028, ,S37000027, ,S08000015, ,945,2,1,2,1,2,1,2,1,1,0
S01012437,S02002332,S12000028, ,S37000027, ,S08000015, ,2711,4,2,6,3,5,3,5,3,0,0
S01012438,S02002332,S12000028, ,S37000027, ,S08000015, ,3160,5,3,6,3,6,3,6,3,0,0
S01012439,S02002332,S12000028, ,S37000027, ,S08000015, ,1964,3,2,4,2,3,2,3,2,0,0
S01012440,S02002332,S12000028, ,S37000027, ,S08000015, ,5473,8,4,9,5,8,4,8,4,0,0
S01012441,S02002333,S12000028, ,S37000027, ,S08000015, ,3879,6,3,7,4,7,4,7,4,0,0
S01012442,S02002333,S12000028, ,S37000027, ,S08000015, ,2951,5,3,6,3,5,3,5,3,0,0
S01012443,S02002333,S12000028, ,S37000027, ,S08000015, ,3846,6,3,7,4,7,4,7,4,0,0
S01012444,S02002333,S12000028, ,S37000027, ,S08000015, ,2117,3,2,5,3,3,2,3,2,0,0
S01012445,S02002333,S12000028, ,S37000027, ,S08000015, ,6108,9,5,10,5,9,5,9,5,0,1
S01012446,S02002334,S12000028, ,S37000027, ,S08000015, ,1600,3,2,4,2,2,1,2,1,0,0
S01012447,S02002334,S12000028, ,S37000027, ,S08000015, ,5831,9,5,9,5,9,5,9,5,0,0
S01012448,S02002334,S12000028, ,S37000027, ,S08000015, ,4535,7,4,8,4,7,4,7,4,0,0
S01012449,S02002334,S12000028, ,S37000027, ,S08000015, ,3302,5,3,7,4,6,3,6,3,0,0
S01012450,S02002334,S12000028, ,S37000027, ,S08000015, ,4143,6,3,8,4,7,4,7,4,0,0
S01012451,S02002335,S12000028, ,S37000027, ,S08000015, ,5703,9,5,9,5,9,5,9,5,0,0
S01012452,S02002335,S12000028, ,S37000027, ,S08000015, ,5015,8,4,9,5,8,4,8,4,0,0
S01012453,S02002335,S12000028, ,S37000027, ,S08000015, ,6362,10,5,10,5,10,5,10,5,0,1
S01012454,S02002335,S12000028, ,S37000027, ,S08000015, ,6049,9,5,10,5,9,5,9,5,0,1
S01012455,S02002335,S12000028, ,S37000027, ,S08000015, ,6606,10,5,10,5,10,5,10,5,0,1
S01012456,S02002335,S12000028, ,S37000027, ,S08000015, ,6030,9,5,10,5,9,5,9,5,0,1
S01012457,S02002335,S12000028, ,S37000027, ,S08000015, ,5693,9,5,9,5,9,5,9,5,0,0
S01012458,S02002335,S12000028, ,S37000027, ,S08000015, ,6874,10,5,10,5,10,5,10,5,0,1
S01012459,S02002336,S12000028, ,S37000027, ,S08000015, ,6345,10,5,10,5,10,5,10,5,0,1
S01012460,S02002336,S12000028, ,S37000027, ,S08000015, ,6590,10,5,10,5,10,5,10,5,0,1
S01012461,S02002336,S12000028, ,S37000027, ,S08000015, ,2881,5,3,6,3,5,3,5,3,0,0
S01012462,S02002336,S12000028, ,S37000027, ,S08000015, ,1580,3,2,4,2,2,1,2,1,0,0
S01012463,S02002336,S12000028, ,S37000027, ,S08000015, ,1208,2,1,3,2,2,1,2,1,0,0
S01012464,S02002336,S12000028, ,S37000027, ,S08000015, ,762,2,1,2,1,1,1,1,1,1,0
S01012465,S02002336,S12000028, ,S37000027, ,S08000015, ,2774,4,2,6,3,5,3,5,3,0,0
S01012466,S02002337,S12000028, ,S37000027, ,S08000015, ,4314,7,4,8,4,7,4,7,4,0,0
S01012467,S02002337,S12000028, ,S37000027, ,S08000015, ,2801,4,2,6,3,5,3,5,3,0,0
S01012468,S02002337,S12000028, ,S37000027, ,S08000015, ,3645,6,3,7,4,6,3,6,3,0,0
S01012469,S02002337,S12000028, ,S37000027, ,S08000015, ,6387,10,5,10,5,10,5,10,5,0,1
S01012470,S02002337,S12000028, ,S37000027, ,S08000015, ,2167,4,2,5,3,3,2,3,2,0,0
S01012471,S02002337,S12000028, ,S37000027, ,S08000015, ,6550,10,5,10,5,10,5,10,5,0,1
S01012472,S02002337,S12000028, ,S37000027, ,S08000015, ,6076,9,5,10,5,9,5,9,5,0,1
S01012473,S02002338,S12000028, ,S37000027, ,S08000015, ,5081,8,4,9,5,8,4,8,4,0,0
S01012474,S02002338,S12000028, ,S37000027, ,S08000015, ,2954,5,3,6,3,5,3,5,3,0,0
S01012475,S02002338,S12000028, ,S37000027, ,S08000015, ,5562,8,4,9,5,8,4,8,4,0,0
S01012476,S02002338,S12000028, ,S37000027, ,S08000015, ,3225,5,3,7,4,6,3,6,3,0,0
S01012477,S02002338,S12000028, ,S37000027, ,S08000015, ,6255,9,5,10,5,10,5,10,5,0,1
S01012478,S02002338,S12000028, ,S37000027, ,S08000015, ,3205,5,3,7,4,6,3,6,3,0,0
S01012479,S02002338,S12000028, ,S37000027, ,S08000015, ,5656,9,5,9,5,8,4,8,4,0,0
S01012480,S02002339,S12000028, ,S37000027, ,S08000015, ,1822,3,2,4,2,3,2,3,2,0,0
S01012481,S02002339,S12000028, ,S37000027, ,S08000015, ,1199,2,1,3,2,2,1,2,1,0,0
S01012482,S02002339,S12000028, ,S37000027, ,S08000015, ,2171,4,2,5,3,3,2,3,2,0,0
S01012483,S02002339,S12000028, ,S37000027, ,S08000015, ,811,2,1,2,1,1,1,1,1,1,0
S01012484,S02002339,S12000028, ,S37000027, ,S08000015, ,4895,7,4,8,4,7,4,7,4,0,0
S01012485,S02002339,S12000028, ,S37000027, ,S08000015, ,5699,9,5,9,5,9,5,9,5,0,0
S01012486,S02002339,S12000028, ,S37000027, ,S08000015, ,5057,8,4,9,5,8,4,8,4,0,0
S01012487,S02002340,S12000028, ,S37000027, ,S08000015, ,2334,4,2,5,3,4,2,4,2,0,0
S01012488,S02002340,S12000028, ,S37000027, ,S08000015, ,2608,4,2,6,3,5,3,5,3,0,0
S01012489,S02002340,S12000028, ,S37000027, ,S08000015, ,37,1,1,1,1,1,1,1,1,1,0
S01012490,S02002340,S12000028, ,S37000027, ,S08000015, ,350,1,1,1,1,1,1,1,1,1,0
S01012491,S02002340,S12000028, ,S37000027, ,S08000015, ,42,1,1,1,1,1,1,1,1,1,0
S01012492,S02002340,S12000028, ,S37000027, ,S08000015, ,64,1,1,1,1,1,1,1,1,1,0
S01012493,S02002341,S12000028, ,S37000027, ,S08000015, ,901,2,1,2,1,1,1,1,1,1,0
S01012494,S02002341,S12000028, ,S37000027, ,S08000015, ,2998,5,3,6,3,6,3,6,3,0,0
S01012495,S02002341,S12000028, ,S37000027, ,S08000015, ,1284,2,1,3,2,2,1,2,1,0,0
S01012496,S02002342,S12000028, ,S37000027, ,S08000015, ,555,1,1,1,1,1,1,1,1,1,0
S01012497,S02002342,S12000028, ,S37000027, ,S08000015, ,477,1,1,1,1,1,1,1,1,1,0
S01012498,S02002342,S12000028, ,S37000027, ,S08000015, ,274,1,1,1,1,1,1,1,1,1,0
S01012499,S02002342,S12000028, ,S37000027, ,S08000015, ,1235,2,1,3,2,2,1,2,1,0,0
S01012500,S02002343,S12000028, ,S37000027, ,S08000015, ,835,2,1,2,1,1,1,1,1,1,0
S01012501,S02002343,S12000028, ,S37000027, ,S08000015, ,75,1,1,1,1,1,1,1,1,1,0
S01012502,S02002343,S12000028, ,S37000027, ,S08000015, ,46,1,1,1,1,1,1,1,1,1,0
S01012503,S02002343,S12000028, ,S37000027, ,S08000015, ,564,1,1,1,1,1,1,1,1,1,0
S01012504,S02002343,S12000028, ,S37000027, ,S08000015, ,1162,2,1,3,2,2,1,2,1,0,0
S01012505,S02002343,S12000028, ,S37000027, ,S08000015, ,1108,2,1,3,2,2,1,2,1,0,0
S01012506,S02002344,S12000028, ,S37000027, ,S08000015, ,3618,6,3,7,4,6,3,6,3,0,0
S01012507,S02002344,S12000028, ,S37000027, ,S08000015, ,2439,4,2,5,3,4,2,4,2,0,0
S01012508,S02002344,S12000028, ,S37000027, ,S08000015, ,2462,4,2,5,3,4,2,4,2,0,0
S01012509,S02002344,S12000028, ,S37000027, ,S08000015, ,4488,7,4,8,4,7,4,7,4,0,0
S01012510,S02002344,S12000028, ,S37000027, ,S08000015, ,5110,8,4,9,5,8,4,8,4,0,0
S01012511,S02002344,S12000028, ,S37000027, ,S08000015, ,3500,5,3,7,4,6,3,6,3,0,0
S01012512,S02002345,S12000028, ,S37000027, ,S08000015, ,1872,3,2,4,2,3,2,3,2,0,0
S01012513,S02002345,S12000028, ,S37000027, ,S08000015, ,5342,8,4,9,5,8,4,8,4,0,0
S01012514,S02002345,S12000028, ,S37000027, ,S08000015, ,5062,8,4,9,5,8,4,8,4,0,0
S01012515,S02002345,S12000028, ,S37000027, ,S08000015, ,1447,3,2,4,2,2,1,2,1,0,0
S01012516,S02002345,S12000028, ,S37000027, ,S08000015, ,2898,5,3,6,3,5,3,5,3,0,0
S01012517,S02002345,S12000028, ,S37000027, ,S08000015, ,1963,3,2,4,2,3,2,3,2,0,0
S01012518,S02002346,S12000028, ,S37000027, ,S08000015, ,4724,7,4,8,4,7,4,7,4,0,0
S01012519,S02002346,S12000028, ,S37000027, ,S08000015, ,3266,5,3,7,4,6,3,6,3,0,0
S01012520,S02002346,S12000028, ,S37000027, ,S08000015, ,5687,9,5,9,5,9,5,9,5,0,0
S01012521,S02002346,S12000028, ,S37000027, ,S08000015, ,4879,7,4,8,4,7,4,7,4,0,0
S01012522,S02002346,S12000028, ,S37000027, ,S08000015, ,6249,9,5,10,5,9,5,9,5,0,1
S01012523,S02002346,S12000028, ,S37000027, ,S08000015, ,5447,8,4,9,5,8,4,8,4,0,0
S01012524,S02002347,S12000028, ,S37000027, ,S08000015, ,5341,8,4,9,5,8,4,8,4,0,0
S01012525,S02002347,S12000028, ,S37000027, ,S08000015, ,5941,9,5,10,5,9,5,9,5,0,0
S01012526,S02002347,S12000028, ,S37000027, ,S08000015, ,6724,10,5,10,5,10,5,10,5,0,1
S01012527,S02002347,S12000028, ,S37000027, ,S08000015, ,4006,6,3,8,4,7,4,7,4,0,0
S01012528,S02002347,S12000028, ,S37000027, ,S08000015, ,2474,4,2,5,3,4,2,4,2,0,0
S01012529,S02002347,S12000028, ,S37000027, ,S08000015, ,3285,5,3,7,4,6,3,6,3,0,0
S01012530,S02002347,S12000028, ,S37000027, ,S08000015, ,4920,7,4,8,4,8,4,8,4,0,0
S01012531,S02002348,S12000028, ,S37000027, ,S08000015, ,3966,6,3,7,4,7,4,7,4,0,0
S01012532,S02002348,S12000028, ,S37000027, ,S08000015, ,3666,6,3,7,4,7,4,7,4,0,0
S01012533,S02002348,S12000028, ,S37000027, ,S08000015, ,5073,8,4,9,5,8,4,8,4,0,0
S01012534,S02002348,S12000028, ,S37000027, ,S08000015, ,2546,4,2,6,3,4,2,4,2,0,0
S01012535,S02002349,S12000028, ,S37000027, ,S08000015, ,3559,6,3,7,4,6,3,6,3,0,0
S01012536,S02002349,S12000028, ,S37000027, ,S08000015, ,2150,4,2,5,3,3,2,3,2,0,0
S01012537,S02002349,S12000028, ,S37000027, ,S08000015, ,2601,4,2,6,3,5,3,5,3,0,0
S01012538,S02002349,S12000028, ,S37000027, ,S08000015, ,1826,3,2,4,2,3,2,3,2,0,0
S01012539,S02002349,S12000028, ,S37000027, ,S08000015, ,2704,4,2,6,3,5,3,5,3,0,0
S01012540,S02002349,S12000028, ,S37000027, ,S08000015, ,1472,3,2,4,2,2,1,2,1,0,0
S01012541,S02002349,S12000028, ,S37000027, ,S08000015, ,3065,5,3,6,3,6,3,6,3,0,0
S01012542,S02002350,S12000028, ,S37000027, ,S08000015, ,2501,4,2,6,3,4,2,4,2,0,0
S01012543,S02002350,S12000028, ,S37000027, ,S08000015, ,4399,7,4,8,4,7,4,7,4,0,0
S01012544,S02002350,S12000028, ,S37000027, ,S08000015, ,2863,5,3,6,3,5,3,5,3,0,0
S01012545,S02002350,S12000028, ,S37000027, ,S08000015, ,1650,3,2,4,2,2,1,2,1,0,0
S01012546,S02002350,S12000028, ,S37000027, ,S08000015, ,2876,5,3,6,3,5,3,5,3,0,0
S01012547,S02002350,S12000028, ,S37000027, ,S08000015, ,3751,6,3,7,4,7,4,7,4,0,0
S01012548,S02002350,S12000028, ,S37000027, ,S08000015, ,4931,7,4,8,4,8,4,8,4,0,0
