DZ2011,IZ2011,CA2011,CA2011QF,HSCP2016,HSCP2016QF,HB2014,HB2014QF,SIMD2016Rank,SIMD2016CountryDecile,SIMD2016CountryQuintile,SIMD2016HB2014Decile,SIMD2016HB2014Quintile,SIMD2016HSCP2016Decile,SIMD2016HSCP2016Quintile,SIMD2016CA2011Decile,SIMD2016CA2011Quintile,SIMD2016Most15pc,SIMD2016Least15pc
S01006761,S02001279,S12000033, ,S37000001, ,S08000020, ,6821,10,5,10,5,10,5,10,5,0,1
S01006762,S02001280,S12000033, ,S37000001, ,S08000020, ,5311,8,4,6,3,6,3,6,3,0,0
S01006763,S02001280,S12000033, ,S37000001, ,S08000020, ,6635,10,5,9,5,9,5,9,5,0,1
S01006764,S02001280,S12000033, ,S37000001, ,S08000020, ,6638,10,5,9,5,9,5,9,5,0,1
S01006765,S02001280,S12000033, ,S37000001, ,S08000020, ,5911,9,5,8,4,7,4,7,4,0,0
S01006766,S02001280,S12000033, ,S37000001, ,S08000020, ,6575,10,5,9,5,9,5,9,5,0,1
S01006767,S02001280,S12000033, ,S37000001, ,S08000020, ,6067,9,5,8,4,7,4,7,4,0,1
S01006768,S02001281,S12000033, ,S37000001, ,S08000020, ,6943,10,5,10,5,10,5,10,5,0,1
S01006769,S02001281,S12000033, ,S37000001, ,S08000020, ,5111,8,4,6,3,6,3,6,3,0,0
S01006770,S02001281,S12000033, ,S37000001, ,S08000020, ,6148,9,5,8,4,7,4,7,4,0,1
S01006771,S02001281,S12000033, ,S37000001, ,S08000020, ,6698,10,5,10,5,9,5,9,5,0,1
S01006772,S02001281,S12000033, ,S37000001, ,S08000020, ,6578,10,5,9,5,9,5,9,5,0,1
S01006773,S02001281,S12000033, ,S37000001, ,S08000020, ,6386,10,5,9,5,8,4,8,4,0,1
S01006774,S02001281,S12000033, ,S37000001, ,S08000020, ,6562,10,5,9,5,9,5,9,5,0,1
S01006775,S02001282,S12000033, ,S37000001, ,S08000020, ,4235,6,3,4,2,5,3,5,3,0,0
S01006776,S02001282,S12000033, ,S37000001, ,S08000020, ,3915,6,3,4,2,5,3,5,3,0,0
S01006777,S02001282,S12000033, ,S37000001, ,S08000020, ,6876,10,5,10,5,10,5,10,5,0,1
S01006778,S02001282,S12000033, ,S37000001, ,S08000020, ,5296,8,4,6,3,6,3,6,3,0,0
S01006779,S02001282,S12000033, ,S37000001, ,S08000020, ,2627,4,2,2,1,3,2,3,2,0,0
S01006780,S02001282,S12000033, ,S37000001, ,S08000020, ,5850,9,5,8,4,7,4,7,4,0,0
S01006781,S02001283,S12000033, ,S37000001, ,S08000020, ,6670,10,5,10,5,9,5,9,5,0,1
S01006782,S02001283,S12000033, ,S37000001, ,S08000020, ,5925,9,5,8,4,7,4,7,4,0,0
S01006783,S02001283,S12000033, ,S37000001, ,S08000020, ,4910,7,4,6,3,6,3,6,3,0,0
S01006784,S02001283,S12000033, ,S37000001, ,S08000020, ,6742,10,5,10,5,9,5,9,5,0,1
S01006785,S02001284,S12000033, ,S37000001, ,S08000020, ,6539,10,5,9,5,9,5,9,5,0,1
S01006786,S02001284,S12000033, ,S37000001, ,S08000020, ,6182,9,5,8,4,7,4,7,4,0,1
S01006787,S02001284,S12000033, ,S37000001, ,S08000020, ,5651,9,5,7,4,7,4,7,4,0,0
S01006788,S02001284,S12000033, ,S37000001, ,S08000020, ,4202,6,3,4,2,5,3,5,3,0,0
S01006789,S02001285,S12000034, ,S37000002, ,S08000020, ,6032,9,5,8,4,8,4,8,4,0,1
S01006790,S02001285,S12000034, ,S37000002, ,S08000020, ,5440,8,4,7,4,6,3,6,3,0,0
S01006791,S02001285,S12000034, ,S37000002, ,S08000020, ,3599,6,3,3,2,2,1,2,1,0,0
S01006792,S02001285,S12000034, ,S37000002, ,S08000020, ,4665,7,4,5,3,4,2,4,2,0,0
S01006793,S02001285,S12000034, ,S37000002, ,S08000020, ,6289,9,5,9,5,9,5,9,5,0,1
S01006794,S02001286,S12000034, ,S37000002, ,S08000020, ,3986,6,3,4,2,3,2,3,2,0,0
S01006795,S02001286,S12000034, ,S37000002, ,S08000020, ,5775,9,5,7,4,8,4,8,4,0,0
S01006796,S02001286,S12000034, ,S37000002, ,S08000020, ,5626,8,4,7,4,7,4,7,4,0,0
S01006797,S02001286,S12000034, ,S37000002, ,S08000020, ,5400,8,4,7,4,6,3,6,3,0,0
S01006798,S02001286,S12000034, ,S37000002, ,S08000020, ,4745,7,4,5,3,4,2,4,2,0,0
S01006799,S02001286,S12000034, ,S37000002, ,S08000020, ,5378,8,4,7,4,6,3,6,3,0,0
S01006800,S02001286,S12000034, ,S37000002, ,S08000020, ,6190,9,5,8,4,9,5,9,5,0,1
S01006801,S02001287,S12000034, ,S37000002, ,S08000020, ,6052,9,5,8,4,8,4,8,4,0,1
S01006802,S02001287,S12000034, ,S37000002, ,S08000020, ,4602,7,4,5,3,4,2,4,2,0,0
S01006803,S02001287,S12000034, ,S37000002, ,S08000020, ,4844,7,4,5,3,5,3,5,3,0,0
S01006804,S02001287,S12000034, ,S37000002, ,S08000020, ,5816,9,5,8,4,8,4,8,4,0,0
S01006805,S02001287,S12000034, ,S37000002, ,S08000020, ,4802,7,4,5,3,5,3,5,3,0,0
S01006806,S02001288,S12000034, ,S37000002, ,S08000020, ,4848,7,4,5,3,5,3,5,3,0,0
S01006807,S02001288,S12000034, ,S37000002, ,S08000020, ,4037,6,3,4,2,3,2,3,2,0,0
S01006808,S02001288,S12000034, ,S37000002, ,S08000020, ,5349,8,4,6,3,6,3,6,3,0,0
S01006809,S02001288,S12000034, ,S37000002, ,S08000020, ,3478,5,3,3,2,2,1,2,1,0,0
S01006810,S02001288,S12000034, ,S37000002, ,S08000020, ,3921,6,3,4,2,3,2,3,2,0,0
S01006811,S02001289,S12000034, ,S37000002, ,S08000020, ,5372,8,4,7,4,6,3,6,3,0,0
S01006812,S02001289,S12000034, ,S37000002, ,S08000020, ,4860,7,4,6,3,5,3,5,3,0,0
S01006813,S02001289,S12000034, ,S37000002, ,S08000020, ,4326,7,4,4,2,4,2,4,2,0,0
S01006814,S02001289,S12000034, ,S37000002, ,S08000020, ,6121,9,5,8,4,9,5,9,5,0,1
S01006815,S02001289,S12000034, ,S37000002, ,S08000020, ,4167,6,3,4,2,3,2,3,2,0,0
S01006816,S02001289,S12000034, ,S37000002, ,S08000020, ,5168,8,4,6,3,5,3,5,3,0,0
S01006817,S02001289,S12000034, ,S37000002, ,S08000020, ,4673,7,4,5,3,4,2,4,2,0,0
S01006818,S02001290,S12000034, ,S37000002, ,S08000020, ,5306,8,4,6,3,6,3,6,3,0,0
S01006819,S02001290,S12000034, ,S37000002, ,S08000020, ,5286,8,4,6,3,6,3,6,3,0,0
S01006820,S02001290,S12000034, ,S37000002, ,S08000020, ,5990,9,5,8,4,8,4,8,4,0,1
S01006821,S02001290,S12000034, ,S37000002, ,S08000020, ,5535,8,4,7,4,7,4,7,4,0,0
S01006822,S02001290,S12000034, ,S37000002, ,S08000020, ,5436,8,4,7,4,6,3,6,3,0,0
S01006823,S02001291,S12000034, ,S37000002, ,S08000020, ,6506,10,5,9,5,9,5,9,5,0,1
S01006824,S02001291,S12000034, ,S37000002, ,S08000020, ,3017,5,3,3,2,2,1,2,1,0,0
S01006825,S02001291,S12000034, ,S37000002, ,S08000020, ,5854,9,5,8,4,8,4,8,4,0,0
S01006826,S02001291,S12000034, ,S37000002, ,S08000020, ,6015,9,5,8,4,8,4,8,4,0,1
S01006827,S02001291,S12000034, ,S37000002, ,S08000020, ,4465,7,4,5,3,4,2,4,2,0,0
S01006828,S02001291,S12000034, ,S37000002, ,S08000020, ,5265,8,4,6,3,6,3,6,3,0,0
S01006829,S02001291,S12000034, ,S37000002, ,S08000020, ,6563,10,5,9,5,10,5,10,5,0,1
S01006830,S02001292,S12000034, ,S37000002, ,S08000020, ,5324,8,4,6,3,6,3,6,3,0,0
S01006831,S02001292,S12000034, ,S37000002, ,S08000020, ,6765,10,5,10,5,10,5,10,5,0,1
S01006832,S02001292,S12000034, ,S37000002, ,S08000020, ,6383,10,5,9,5,9,5,9,5,0,1
S01006833,S02001292,S12000034, ,S37000002, ,S08000020, ,6957,10,5,10,5,10,5,10,5,0,1
S01006834,S02001292,S12000034, ,S37000002, ,S08000020, ,6829,10,5,10,5,10,5,10,5,0,1
S01006835,S02001292,S12000034, ,S37000002, ,S08000020, ,4447,7,4,5,3,4,2,4,2,0,0
S01006836,S02001292,S12000034, ,S37000002, ,S08000020, ,6385,10,5,9,5,9,5,9,5,0,1
S01006837,S02001292,S12000034, ,S37000002, ,S08000020, ,5859,9,5,8,4,8,4,8,4,0,0
S01006838,S02001292,S12000034, ,S37000002, ,S08000020, ,6431,10,5,9,5,9,5,9,5,0,1
S01006839,S02001293,S12000034, ,S37000002, ,S08000020, ,4856,7,4,5,3,5,3,5,3,0,0
S01006840,S02001293,S12000034, ,S37000002, ,S08000020, ,6220,9,5,8,4,9,5,9,5,0,1
S01006841,S02001293,S12000034, ,S37000002, ,S08000020, ,5818,9,5,8,4,8,4,8,4,0,0
S01006842,S02001294,S12000034, ,S37000002, ,S08000020, ,6598,10,5,9,5,10,5,10,5,0,1
S01006843,S02001294,S12000034, ,S37000002, ,S08000020, ,6845,10,5,10,5,10,5,10,5,0,1
S01006844,S02001294,S12000034, ,S37000002, ,S08000020, ,6615,10,5,9,5,10,5,10,5,0,1
S01006845,S02001294,S12000034, ,S37000002, ,S08000020, ,6592,10,5,9,5,10,5,10,5,0,1
S01006846,S02001294,S12000034, ,S37000002, ,S08000020, ,5112,8,4,6,3,5,3,5,3,0,0
S01006847,S02001294,S12000034, ,S37000002, ,S08000020, ,6184,9,5,8,4,9,5,9,5,0,1
S01006848,S02001295,S12000034, ,S37000002, ,S08000020, ,4793,7,4,5,3,4,2,4,2,0,0
S01006849,S02001295,S12000034, ,S37000002, ,S08000020, ,6120,9,5,8,4,9,5,9,5,0,1
S01006850,S02001295,S12000034, ,S37000002, ,S08000020, ,4093,6,3,4,2,3,2,3,2,0,0
S01006851,S02001295,S12000034, ,S37000002, ,S08000020, ,4322,7,4,4,2,4,2,4,2,0,0
S01006852,S02001295,S12000034, ,S37000002, ,S08000020, ,5982,9,5,8,4,8,4,8,4,0,1
S01006853,S02001296,S12000034, ,S37000002, ,S08000020, ,5503,8,4,7,4,7,4,7,4,0,0
S01006854,S02001296,S12000034, ,S37000002, ,S08000020, ,5448,8,4,7,4,6,3,6,3,0,0
S01006855,S02001296,S12000034, ,S37000002, ,S08000020, ,5260,8,4,6,3,6,3,6,3,0,0
S01006856,S02001296,S12000034, ,S37000002, ,S08000020, ,5698,9,5,7,4,7,4,7,4,0,0
S01006857,S02001296,S12000034, ,S37000002, ,S08000020, ,5556,8,4,7,4,7,4,7,4,0,0
S01006858,S02001296,S12000034, ,S37000002, ,S08000020, ,5198,8,4,6,3,5,3,5,3,0,0
S01006859,S02001297,S12000034, ,S37000002, ,S08000020, ,6660,10,5,10,5,10,5,10,5,0,1
S01006860,S02001297,S12000034, ,S37000002, ,S08000020, ,3935,6,3,4,2,3,2,3,2,0,0
S01006861,S02001297,S12000034, ,S37000002, ,S08000020, ,6394,10,5,9,5,9,5,9,5,0,1
S01006862,S02001297,S12000034, ,S37000002, ,S08000020, ,6147,9,5,8,4,9,5,9,5,0,1
S01006863,S02001297,S12000034, ,S37000002, ,S08000020, ,6023,9,5,8,4,8,4,8,4,0,1
S01006864,S02001297,S12000034, ,S37000002, ,S08000020, ,5942,9,5,8,4,8,4,8,4,0,0
S01006865,S02001298,S12000034, ,S37000002, ,S08000020, ,6782,10,5,10,5,10,5,10,5,0,1
S01006866,S02001298,S12000034, ,S37000002, ,S08000020, ,6933,10,5,10,5,10,5,10,5,0,1
S01006867,S02001298,S12000034, ,S37000002, ,S08000020, ,6878,10,5,10,5,10,5,10,5,0,1
S01006868,S02001298,S12000034, ,S37000002, ,S08000020, ,5261,8,4,6,3,6,3,6,3,0,0
S01006869,S02001299,S12000034, ,S37000002, ,S08000020, ,5351,8,4,6,3,6,3,6,3,0,0
S01006870,S02001299,S12000034, ,S37000002, ,S08000020, ,6888,10,5,10,5,10,5,10,5,0,1
S01006871,S02001299,S12000034, ,S37000002, ,S08000020, ,6326,10,5,9,5,9,5,9,5,0,1
S01006872,S02001299,S12000034, ,S37000002, ,S08000020, ,5741,9,5,7,4,7,4,7,4,0,0
S01006873,S02001299,S12000034, ,S37000002, ,S08000020, ,5844,9,5,8,4,8,4,8,4,0,0
S01006874,S02001299,S12000034, ,S37000002, ,S08000020, ,5246,8,4,6,3,6,3,6,3,0,0
S01006875,S02001300,S12000034, ,S37000002, ,S08000020, ,5583,8,4,7,4,7,4,7,4,0,0
S01006876,S02001300,S12000034, ,S37000002, ,S08000020, ,5492,8,4,7,4,7,4,7,4,0,0
S01006877,S02001300,S12000034, ,S37000002, ,S08000020, ,5163,8,4,6,3,5,3,5,3,0,0
S01006878,S02001300,S12000034, ,S37000002, ,S08000020, ,3402,5,3,3,2,2,1,2,1,0,0
S01006879,S02001300,S12000034, ,S37000002, ,S08000020, ,5004,8,4,6,3,5,3,5,3,0,0
S01006880,S02001301,S12000034, ,S37000002, ,S08000020, ,5967,9,5,8,4,8,4,8,4,0,0
S01006881,S02001301,S12000034, ,S37000002, ,S08000020, ,5834,9,5,8,4,8,4,8,4,0,0
S01006882,S02001301,S12000034, ,S37000002, ,S08000020, ,5322,8,4,6,3,6,3,6,3,0,0
S01006883,S02001301,S12000034, ,S37000002, ,S08000020, ,6091,9,5,8,4,9,5,9,5,0,1
S01006884,S02001301,S12000034, ,S37000002, ,S08000020, ,6485,10,5,9,5,9,5,9,5,0,1
S01006885,S02001301,S12000034, ,S37000002, ,S08000020, ,5021,8,4,6,3,5,3,5,3,0,0
S01006886,S02001301,S12000034, ,S37000002, ,S08000020, ,5319,8,4,6,3,6,3,6,3,0,0
S01006887,S02001301,S12000034, ,S37000002, ,S08000020, ,6381,10,5,9,5,9,5,9,5,0,1
S01006888,S02001301,S12000034, ,S37000002, ,S08000020, ,5184,8,4,6,3,5,3,5,3,0,0
S01006889,S02001302,S12000034, ,S37000002, ,S08000020, ,3101,5,3,3,2,2,1,2,1,0,0
S01006890,S02001302,S12000034, ,S37000002, ,S08000020, ,6852,10,5,10,5,10,5,10,5,0,1
S01006891,S02001302,S12000034, ,S37000002, ,S08000020, ,5799,9,5,8,4,8,4,8,4,0,0
S01006892,S02001302,S12000034, ,S37000002, ,S08000020, ,3204,5,3,3,2,2,1,2,1,0,0
S01006893,S02001302,S12000034, ,S37000002, ,S08000020, ,5526,8,4,7,4,7,4,7,4,0,0
S01006894,S02001303,S12000034, ,S37000002, ,S08000020, ,5173,8,4,6,3,5,3,5,3,0,0
S01006895,S02001303,S12000034, ,S37000002, ,S08000020, ,4619,7,4,5,3,4,2,4,2,0,0
S01006896,S02001303,S12000034, ,S37000002, ,S08000020, ,5293,8,4,6,3,6,3,6,3,0,0
S01006897,S02001303,S12000034, ,S37000002, ,S08000020, ,6516,10,5,9,5,9,5,9,5,0,1
S01006898,S02001303,S12000034, ,S37000002, ,S08000020, ,5078,8,4,6,3,5,3,5,3,0,0
S01006899,S02001303,S12000034, ,S37000002, ,S08000020, ,6871,10,5,10,5,10,5,10,5,0,1
S01006900,S02001303,S12000034, ,S37000002, ,S08000020, ,6513,10,5,9,5,9,5,9,5,0,1
S01006901,S02001303,S12000034, ,S37000002, ,S08000020, ,4484,7,4,5,3,4,2,4,2,0,0
S01006902,S02001304,S12000034, ,S37000002, ,S08000020, ,3918,6,3,4,2,3,2,3,2,0,0
S01006903,S02001304,S12000034, ,S37000002, ,S08000020, ,2681,4,2,2,1,1,1,1,1,0,0
S01006904,S02001304,S12000034, ,S37000002, ,S08000020, ,5227,8,4,6,3,5,3,5,3,0,0
S01006905,S02001304,S12000034, ,S37000002, ,S08000020, ,5669,9,5,7,4,7,4,7,4,0,0
S01006906,S02001304,S12000034, ,S37000002, ,S08000020, ,2652,4,2,2,1,1,1,1,1,0,0
S01006907,S02001304,S12000034, ,S37000002, ,S08000020, ,4547,7,4,5,3,4,2,4,2,0,0
S01006908,S02001304,S12000034, ,S37000002, ,S08000020, ,4630,7,4,5,3,4,2,4,2,0,0
S01006909,S02001305,S12000034, ,S37000002, ,S08000020, ,6401,10,5,9,5,9,5,9,5,0,1
S01006910,S02001305,S12000034, ,S37000002, ,S08000020, ,6308,9,5,9,5,9,5,9,5,0,1
S01006911,S02001305,S12000034, ,S37000002, ,S08000020, ,6460,10,5,9,5,9,5,9,5,0,1
S01006912,S02001305,S12000034, ,S37000002, ,S08000020, ,5589,8,4,7,4,7,4,7,4,0,0
S01006913,S02001305,S12000034, ,S37000002, ,S08000020, ,5895,9,5,8,4,8,4,8,4,0,0
S01006914,S02001305,S12000034, ,S37000002, ,S08000020, ,5979,9,5,8,4,8,4,8,4,0,1
S01006915,S02001305,S12000034, ,S37000002, ,S08000020, ,5228,8,4,6,3,6,3,6,3,0,0
S01006916,S02001306,S12000034, ,S37000002, ,S08000020, ,6202,9,5,8,4,9,5,9,5,0,1
S01006917,S02001306,S12000034, ,S37000002, ,S08000020, ,6577,10,5,9,5,10,5,10,5,0,1
S01006918,S02001306,S12000034, ,S37000002, ,S08000020, ,6035,9,5,8,4,8,4,8,4,0,1
S01006919,S02001306,S12000034, ,S37000002, ,S08000020, ,5868,9,5,8,4,8,4,8,4,0,0
S01006920,S02001306,S12000034, ,S37000002, ,S08000020, ,5252,8,4,6,3,6,3,6,3,0,0
S01006921,S02001306,S12000034, ,S37000002, ,S08000020, ,6734,10,5,10,5,10,5,10,5,0,1
S01006922,S02001306,S12000034, ,S37000002, ,S08000020, ,5085,8,4,6,3,5,3,5,3,0,0
S01006923,S02001306,S12000034, ,S37000002, ,S08000020, ,5658,9,5,7,4,7,4,7,4,0,0
S01006924,S02001306,S12000034, ,S37000002, ,S08000020, ,4234,6,3,4,2,3,2,3,2,0,0
S01006925,S02001307,S12000034, ,S37000002, ,S08000020, ,5956,9,5,8,4,8,4,8,4,0,0
S01006926,S02001307,S12000034, ,S37000002, ,S08000020, ,5663,9,5,7,4,7,4,7,4,0,0
S01006927,S02001307,S12000034, ,S37000002, ,S08000020, ,5887,9,5,8,4,8,4,8,4,0,0
S01006928,S02001307,S12000034, ,S37000002, ,S08000020, ,5028,8,4,6,3,5,3,5,3,0,0
S01006929,S02001308,S12000034, ,S37000002, ,S08000020, ,6559,10,5,9,5,10,5,10,5,0,1
S01006930,S02001308,S12000034, ,S37000002, ,S08000020, ,6942,10,5,10,5,10,5,10,5,0,1
S01006931,S02001308,S12000034, ,S37000002, ,S08000020, ,4913,7,4,6,3,5,3,5,3,0,0
S01006932,S02001308,S12000034, ,S37000002, ,S08000020, ,6364,10,5,9,5,9,5,9,5,0,1
S01006933,S02001308,S12000034, ,S37000002, ,S08000020, ,6945,10,5,10,5,10,5,10,5,0,1
S01006934,S02001308,S12000034, ,S37000002, ,S08000020, ,5263,8,4,6,3,6,3,6,3,0,0
S01006935,S02001309,S12000034, ,S37000002, ,S08000020, ,6964,10,5,10,5,10,5,10,5,0,1
S01006936,S02001309,S12000034, ,S37000002, ,S08000020, ,6442,10,5,9,5,9,5,9,5,0,1
S01006937,S02001309,S12000034, ,S37000002, ,S08000020, ,6597,10,5,9,5,10,5,10,5,0,1
S01006938,S02001309,S12000034, ,S37000002, ,S08000020, ,6129,9,5,8,4,9,5,9,5,0,1
S01006939,S02001309,S12000034, ,S37000002, ,S08000020, ,6914,10,5,10,5,10,5,10,5,0,1
S01006940,S02001309,S12000034, ,S37000002, ,S08000020, ,6867,10,5,10,5,10,5,10,5,0,1
S01006941,S02001310,S12000034, ,S37000002, ,S08000020, ,6090,9,5,8,4,9,5,9,5,0,1
S01006942,S02001310,S12000034, ,S37000002, ,S08000020, ,5367,8,4,7,4,6,3,6,3,0,0
S01006943,S02001310,S12000034, ,S37000002, ,S08000020, ,6713,10,5,10,5,10,5,10,5,0,1
S01006944,S02001310,S12000034, ,S37000002, ,S08000020, ,6245,9,5,9,5,9,5,9,5,0,1
S01006945,S02001310,S12000034, ,S37000002, ,S08000020, ,6816,10,5,10,5,10,5,10,5,0,1
S01006946,S02001311,S12000034, ,S37000002, ,S08000020, ,5659,9,5,7,4,7,4,7,4,0,0
S01006947,S02001311,S12000034, ,S37000002, ,S08000020, ,5921,9,5,8,4,8,4,8,4,0,0
S01006948,S02001311,S12000034, ,S37000002, ,S08000020, ,5254,8,4,6,3,6,3,6,3,0,0
S01006949,S02001311,S12000034, ,S37000002, ,S08000020, ,5567,8,4,7,4,7,4,7,4,0,0
S01006950,S02001311,S12000034, ,S37000002, ,S08000020, ,4885,7,4,6,3,5,3,5,3,0,0
S01006951,S02001311,S12000034, ,S37000002, ,S08000020, ,5551,8,4,7,4,7,4,7,4,0,0
S01006952,S02001312,S12000034, ,S37000002, ,S08000020, ,3906,6,3,4,2,3,2,3,2,0,0
S01006953,S02001312,S12000034, ,S37000002, ,S08000020, ,5886,9,5,8,4,8,4,8,4,0,0
S01006954,S02001312,S12000034, ,S37000002, ,S08000020, ,5113,8,4,6,3,5,3,5,3,0,0
S01006955,S02001312,S12000034, ,S37000002, ,S08000020, ,4301,7,4,4,2,4,2,4,2,0,0
S01006956,S02001312,S12000034, ,S37000002, ,S08000020, ,5993,9,5,8,4,8,4,8,4,0,1
S01006957,S02001312,S12000034, ,S37000002, ,S08000020, ,5800,9,5,8,4,8,4,8,4,0,0
S01006958,S02001313,S12000034, ,S37000002, ,S08000020, ,6685,10,5,10,5,10,5,10,5,0,1
S01006959,S02001313,S12000034, ,S37000002, ,S08000020, ,3489,5,3,3,2,2,1,2,1,0,0
S01006960,S02001313,S12000034, ,S37000002, ,S08000020, ,6641,10,5,10,5,10,5,10,5,0,1
S01006961,S02001313,S12000034, ,S37000002, ,S08000020, ,6573,10,5,9,5,10,5,10,5,0,1
S01006962,S02001313,S12000034, ,S37000002, ,S08000020, ,6680,10,5,10,5,10,5,10,5,0,1
S01006963,S02001313,S12000034, ,S37000002, ,S08000020, ,6226,9,5,8,4,9,5,9,5,0,1
S01006964,S02001313,S12000034, ,S37000002, ,S08000020, ,5610,8,4,7,4,7,4,7,4,0,0
S01006965,S02001314,S12000034, ,S37000002, ,S08000020, ,6297,9,5,9,5,9,5,9,5,0,1
S01006966,S02001314,S12000034, ,S37000002, ,S08000020, ,3756,6,3,3,2,3,2,3,2,0,0
S01006967,S02001314,S12000034, ,S37000002, ,S08000020, ,6770,10,5,10,5,10,5,10,5,0,1
S01006968,S02001314,S12000034, ,S37000002, ,S08000020, ,5532,8,4,7,4,7,4,7,4,0,0
S01006969,S02001314,S12000034, ,S37000002, ,S08000020, ,5023,8,4,6,3,5,3,5,3,0,0
S01006970,S02001314,S12000034, ,S37000002, ,S08000020, ,6747,10,5,10,5,10,5,10,5,0,1
S01006971,S02001314,S12000034, ,S37000002, ,S08000020, ,4133,6,3,4,2,3,2,3,2,0,0
S01006972,S02001315,S12000034, ,S37000002, ,S08000020, ,5482,8,4,7,4,7,4,7,4,0,0
S01006973,S02001315,S12000034, ,S37000002, ,S08000020, ,5471,8,4,7,4,6,3,6,3,0,0
S01006974,S02001315,S12000034, ,S37000002, ,S08000020, ,5973,9,5,8,4,8,4,8,4,0,1
S01006975,S02001315,S12000034, ,S37000002, ,S08000020, ,4976,8,4,6,3,5,3,5,3,0,0
S01006976,S02001315,S12000034, ,S37000002, ,S08000020, ,5767,9,5,7,4,7,4,7,4,0,0
S01006977,S02001315,S12000034, ,S37000002, ,S08000020, ,3752,6,3,3,2,3,2,3,2,0,0
S01006978,S02001316,S12000034, ,S37000002, ,S08000020, ,5199,8,4,6,3,5,3,5,3,0,0
S01006979,S02001316,S12000034, ,S37000002, ,S08000020, ,5721,9,5,7,4,7,4,7,4,0,0
S01006980,S02001316,S12000034, ,S37000002, ,S08000020, ,5403,8,4,7,4,6,3,6,3,0,0
S01006981,S02001316,S12000034, ,S37000002, ,S08000020, ,5555,8,4,7,4,7,4,7,4,0,0
S01006982,S02001316,S12000034, ,S37000002, ,S08000020, ,6518,10,5,9,5,10,5,10,5,0,1
S01006983,S02001316,S12000034, ,S37000002, ,S08000020, ,5672,9,5,7,4,7,4,7,4,0,0
S01006984,S02001316,S12000034, ,S37000002, ,S08000020, ,5802,9,5,8,4,8,4,8,4,0,0
S01006985,S02001317,S12000034, ,S37000002, ,S08000020, ,6694,10,5,10,5,10,5,10,5,0,1
S01006986,S02001317,S12000034, ,S37000002, ,S08000020, ,5824,9,5,8,4,8,4,8,4,0,0
S01006987,S02001317,S12000034, ,S37000002, ,S08000020, ,5397,8,4,7,4,6,3,6,3,0,0
S01006988,S02001317,S12000034, ,S37000002, ,S08000020, ,4894,7,4,6,3,5,3,5,3,0,0
S01006989,S02001317,S12000034, ,S37000002, ,S08000020, ,5930,9,5,8,4,8,4,8,4,0,0
S01006990,S02001317,S12000034, ,S37000002, ,S08000020, ,6467,10,5,9,5,9,5,9,5,0,1
S01006991,S02001318,S12000034, ,S37000002, ,S08000020, ,4063,6,3,4,2,3,2,3,2,0,0
S01006992,S02001318,S12000034, ,S37000002, ,S08000020, ,4831,7,4,5,3,5,3,5,3,0,0
S01006993,S02001318,S12000034, ,S37000002, ,S08000020, ,3849,6,3,4,2,3,2,3,2,0,0
S01006994,S02001318,S12000034, ,S37000002, ,S08000020, ,3352,5,3,3,2,2,1,2,1,0,0
S01006995,S02001318,S12000034, ,S37000002, ,S08000020, ,5203,8,4,6,3,5,3,5,3,0,0
S01006996,S02001318,S12000034, ,S37000002, ,S08000020, ,5639,9,5,7,4,7,4,7,4,0,0
S01006997,S02001319,S12000034, ,S37000002, ,S08000020, ,5730,9,5,7,4,7,4,7,4,0,0
S01006998,S02001319,S12000034, ,S37000002, ,S08000020, ,5421,8,4,7,4,6,3,6,3,0,0
S01006999,S02001319,S12000034, ,S37000002, ,S08000020, ,4504,7,4,5,3,4,2,4,2,0,0
S01007000,S02001319,S12000034, ,S37000002, ,S08000020, ,5329,8,4,6,3,6,3,6,3,0,0
S01007001,S02001319,S12000034, ,S37000002, ,S08000020, ,5174,8,4,6,3,5,3,5,3,0,0
S01007002,S02001320,S12000034, ,S37000002, ,S08000020, ,4122,6,3,4,2,3,2,3,2,0,0
S01007003,S02001320,S12000034, ,S37000002, ,S08000020, ,5149,8,4,6,3,5,3,5,3,0,0
S01007004,S02001320,S12000034, ,S37000002, ,S08000020, ,4759,7,4,5,3,4,2,4,2,0,0
S01007005,S02001320,S12000034, ,S37000002, ,S08000020, ,5694,9,5,7,4,7,4,7,4,0,0
S01007006,S02001320,S12000034, ,S37000002, ,S08000020, ,4140,6,3,4,2,3,2,3,2,0,0
S01007007,S02001320,S12000034, ,S37000002, ,S08000020, ,4072,6,3,4,2,3,2,3,2,0,0
S01007008,S02001321,S12000034, ,S37000002, ,S08000020, ,3634,6,3,3,2,2,1,2,1,0,0
S01007009,S02001321,S12000034, ,S37000002, ,S08000020, ,4151,6,3,4,2,3,2,3,2,0,0
S01007010,S02001321,S12000034, ,S37000002, ,S08000020, ,6330,10,5,9,5,9,5,9,5,0,1
S01007011,S02001321,S12000034, ,S37000002, ,S08000020, ,2717,4,2,2,1,1,1,1,1,0,0
S01007012,S02001321,S12000034, ,S37000002, ,S08000020, ,1927,3,2,1,1,1,1,1,1,0,0
S01007013,S02001322,S12000034, ,S37000002, ,S08000020, ,3239,5,3,3,2,2,1,2,1,0,0
S01007014,S02001322,S12000034, ,S37000002, ,S08000020, ,5591,8,4,7,4,7,4,7,4,0,0
S01007015,S02001322,S12000034, ,S37000002, ,S08000020, ,3903,6,3,4,2,3,2,3,2,0,0
